language,title,QID,p21,gender,p106,occupation,pw first sentence
en,Marianne Nicolson,Q21555329,Q6581072,female,,,"Marianne Nicolson (‘Tayagila’ogwa; born 1969) is a Dzawada’enuxw visual artist, whose work explores the margins at which public access to First Nations artifacts clashes with the preservation of indigenous cultural knowledge"
en,Marie Elyse St. George,Q23074183,Q6581072,female,,,Marie Elyse St
en,Marie-Alice Dumont,Q29043096,Q6581072,female,,,"Marie-Alice Dumont (October 10, 1892 – 1985) was a Canadian photographer living in Quebec"
en,Marie-Claire Faray,Q23540974,Q6581072,female,,,Marie-Claire Faray is a women's activist from the Democratic Republic of the Congo
en,Mariette Rousseau-Vermette,Q23071365,Q6581072,female,,,"Mariette Rousseau-Vermette, OC (August 29, 1926 - March 28, 2006) was a noted Quebec-based Canadian tapestry artist who pioneered innovations in the fibre/textile arts during the 1960–80s"
en,Marisa Morán Jahn,Q28950366,Q6581072,female,,,"Marisa Morán Jahn also known as Marisa Jahn is an American multimedia artist, writer, educator, and activist based in New York City"
en,Marsha Kennedy,Q23091279,Q6581072,female,,,"Marsha Kennedy (born 1951) is a Canadian artist from Regina, Saskatchewan"
en,Martha Cole,Q22958038,Q6581072,female,,,"Martha Cole (born 1946 in Regina, Saskatchewan) is a Canadian artist"
en,Martha Hellion,Q19664696,Q6581072,female,,,"Martha Hellion is a visual artist, radical publisher, and freelance curator"
en,Martha McDonald,Q23664217,Q6581072,female,,,"Martha McDonald (born 1964, Pittsburgh, PA) is an interdisciplinary artist living and working in Philadelphia"
en,Martha Sturdy,Q28859182,Q6581072,female,,,Martha Sturdy (born 1942) is a Canadian artist and designer
en,Martina Schradi,Q23663938,Q6581072,female,,,"Martina Schradi (/ʃʁadi/ born 1972) is a German author, cartoonist and certified psychologist from Nuremberg"
en,Mary Antonia Wood,Q23303058,Q6581072,female,,,"Mary Antonia Wood (born 1959 in Page, Arizona) is an American painter and sculptor of Mexican descent that creates two- and three-dimensional constructions"
en,Mary E. Williamson,Q19839603,Q6581072,female,,,Mary E
en,Mary Garrett Hay,Q28921827,Q6581072,female,,,"Mary ""Mollie"" Garrett Hay (August 29, 1857- August 29, 1928) was a suffragist, community organizer and president of the Women's City Club of New York, the Woman Suffrage Party and the New York Equal Suffrage League"
en,Mary Given Sheerer,Q19665475,Q6581072,female,,,"Mary Given Sheerer (1865-1954) was an American ceramicist, designer, and art educator, best known for her affiliation with the Newcomb Pottery project at H"
en,Mary Godfrey,Q28957246,Q6581072,female,,,Mary Emmeline Godfrey (3 July 1913 - 30 April 2007) was an artist and art educator who became the first African-American faculty member at Penn State University
en,Mary Jane Warnes,Q23621079,Q6581072,female,,,"Mary Jane Fairbrother, known as Mary Jane Warnes, MBE (18 July 1877 – 19 June 1959) was an Australian activist who in 1926 established the first South Australian branch of the Country Women's Association (CWA)"
en,Mary Kawennatakie Adams,Q28919957,Q6581072,female,,,"Mary Kawennatakie Adams (January 24, 1917 – May 23, 1999) was a Mohawk First Nations textile artist and basket maker"
en,Mary Patten,Q23304288,Q6581072,female,,,"Mary Patten (born 1951, Evanston, IL) is a Chicago artist and activist"
en,Mary Shaffer,Q19662641,Q6581072,female,,,Mary Shaffer (born 1947) is an American artist who has worked primarily with glass since the 1970s
en,Mary Snowden,Q19662786,Q6581072,female,,,Mary Snowden (born 1940) is an American artist based in the Bay Area
en,Mary Tsiongas,Q28967985,Q6581072,female,,,Mary Tsiongas (born 1959) is a multi-disciplinary artist whose work often addresses human relationships to technology and the natural environment
en,Mary Walling Blackburn,Q23016665,Q6581072,female,,,"Mary Walling Blackburn (born California) is an artist, writer, and feminist who works and lives between New York, where she is an artist and director of the Anhoek School and its sister radio station WMYN, and Dallas where she teaches art at Southern Methodist University"
en,María Teresa Torras,Q20749214,Q6581072,female,,,"Maria Teresa Torras (née Maria Teresa Recoder; Villacarlos, Menorca, 2 January 1927 - Caracas, 7 March 2009), was Venezuelan-nationalized Spanish artist specializing in sculpture, textiles and metalwork"
en,Maud Briggs Knowlton,Q29035297,Q6581072,female,,,"Maud Briggs Knowlton (March 17, 1870 – July 15, 1956) was an American watercolorist, still-life painter, art instructor, craftsperson, printmaker, and museum administrator"
en,May Gearhart,Q23612592,Q6581072,female,,,"May Gearhart (April 22, 1872 – August 14, 1951) was an American printmaker who was part of an early 20th century circle of Southern California printmakers strongly influenced by the Arts and Crafts movement and Japanese art"
en,Maya Zack,Q23649995,Q6581072,female,,,"Maya Zack (Hebrew: מאיה ז""ק‎; born 1976) is an artist-filmmaker"
en,Melanie Gilligan,Q23020725,Q6581072,female,,,"Melanie Gilligan (born 1979, Toronto, Canada) is an artist living in New York City who works in video, performance, text, installation, and music"
en,Melissa Potter,Q24049107,Q6581072,female,,,"Melissa Potter is an American interdisciplinary artist who works in handmade paper, printmaking, traditional crafts, writing, and video"
en,Melita Aitken,Q28950414,Q6581072,female,,,"Melita Aitken (March 31, 1866 – August 28, 1945) was a Canadian artist and writer"
en,Melitta Marxer,Q23038369,Q6581072,female,,,Melitta Marxer (8 September 1923 – 13 February 2015) was a Liechtensteinerin activist who spent decades organizing and fighting for women's suffrage
en,Meredith Hooper,Q29000514,Q6581072,female,,,Meredith Hooper is an Australian historian and writer
en,Merle S. Goldberg,Q23688820,Q6581072,female,,,Merle S
en,Mernet Larsen,Q22278786,Q6581072,female,,,"Mernet Larsen (born 1940 in Houghton, Michigan) is an artist and Professor Emeritus at the University of South Florida, Tampa, FL"
en,Michelle Ellsworth,Q23765870,Q6581072,female,,,Michelle Ellsworth is an American performance artist and an associate professor at the University of Colorado-Boulder as the co-director of the dance department
en,Michelle Fierro,Q23418580,Q6581072,female,,,"Michelle Fierro (born January 6, 1967) is an American artist"
en,Mihrimah Sultan,Q80764,Q6581072,female,,,"Mihrimah Sultan (Ottoman Turkish: مهر ماه سلطان‎, Turkish pronunciation: [mihɾiˈmah suɫˈtan]) (c"
en,Milda (mythology),Q3752124,Q6581072,female,,,"Milda, in Lithuanian mythology, is the goddess of love"
en,Millefiore Clarkes,Q23770388,Q6581072,female,,,"Millefiore Clarkes (also called Mille Clarkes), is a Canadian filmmaker from Prince Edward Island"
en,Millicent Mary Chaplin,Q29015871,Q6581072,female,,,Millicent Mary Chaplin (1790 – 1858) was an English-born amateur artist mainly known for her watercolours depicting 19th century Canada
en,Mina Totino,Q28974179,Q6581072,female,,,"Mina Totino (born 1949) is a Canadian painter currently based in Vancouver, British Columbia"
en,Minouk Lim,Q23013705,Q6581072,female,,,"Minouk Lim (born 1968) is a South Korean multimedia artist, and documentary filmmaker"
en,Miranda Bergman,Q19609718,Q6581072,female,,,"Miranda Bergman is a contemporary muralist and one of the seven women artists who in 1994 created the MaestraPeace mural, the largest mural in San Francisco, which covers The Women's Building"
en,Miriam Ginestier,Q23418767,Q6581072,female,,,"Miriam Ginestier (born 1968) is a Canadian interdisciplinary performance curator living and working in Montreal, Quebec"
en,Molly Zuckerman-Hartung,Q23409687,Q6581072,female,,,"Molly Zuckerman-Hartung (born 1975) is an American painter from Chicago, Illinois"
en,Monique Mujawamariya,Q3320890,Q6581072,female,,,Hon
en,Morehshin Allahyari,Q23018046,Q6581072,female,,,"Morehshin Allahyari (Persian: موره شین اللهیاری‎‎; born 1985) is an Iranian media artist, activist, educator based in Brooklyn, NY"
en,Morna Hooker,Q6912727,Q6581072,female,,,Morna Dorothy Hooker (born 1931) is a British theologian and New Testament scholar
en,Nahid Hagigat,Q23682373,Q6581072,female,,,"Nahid Hagigat also known as Nahid Haghighat (1943) is an Iranian-American illustrator and artist, located in New York City"
en,Nancy Duarte,Q6962654,Q6581072,female,,,"Nancy Duarte is an American writer, speaker, and CEO"
en,Nancy Goldring,Q23022976,Q6581072,female,,,"Nancy Goldring (born January 25, 1945) is an American artist"
en,Naomi Uman,Q23050164,Q6581072,female,,,Naomi Uman is an American experimental filmmaker and a visual artist
en,Nicky Arscott,Q23770343,Q6581072,female,,,"Nicky Arscott is a poet and artist who lives and works near Machynlleth, Powys, Wales"
en,Nicole Miller (artist),Q23017238,Q6581072,female,,,"Nicole Miller (born 1982, Tucson, AZ) is an artist who lives and works in Los Angeles, California"
en,Nikita Gale,Q23008015,Q6581072,female,,,"Nikita Gale (born 1983, Alaska)  is an American visual artist"
en,Nina Freeman,Q22088019,Q6581072,female,,,"Nina Freeman (born March 15, 1990) is a video game designer known for games with themes of sexuality and self-reflection"
en,Nina Hole,Q23020303,Q6581072,female,,,"Nina Hole (20 February 1941 – 21 February 2016) was a Danish artist, sculptor, and performance artist who helped to found the CLAY Museum of Ceramic Art Denmark and the International Ceramics Center–Guldagergaard"
en,Noela Hjorth,Q23020100,Q6581072,female,,,"Noela Hjorth (5 December 1940 – 17 February 2016) was an Australian artist and builder of houses, known as living sculptures"
en,Nunik Sauret,Q28872881,Q6581072,female,,,Nunik Sauret (born 1951) is a Mexican printmaker
en,Olívia Guedes Penteado,Q11696558,Q6581072,female,,,Olívia Guedes Penteado (12 March 1872 – 9 June 1934) was a Brazilian art patron and philanthropist who established the Salón de Arte Moderna in São Paulo
en,Otelia Cromwell,Q7108504,Q6581072,female,,,"Otelia Cromwell (April 8, 1874 – April 25, 1972) was the first African-American graduate of Smith College, graduating in 1900"
en,Pam DeLuco,Q28950415,Q6581072,female,,,"Pam DeLuco (born 1968) is an American contemporary textile and fiber artist, book artist and papermaker, and co-founder of Shotwell Paper Mill based in San Francisco"
en,Pamela Cluff,Q29016284,Q6581072,female,,,Pamela J
en,Pansy Stockton,Q23018136,Q6581072,female,,,"Pansy Cornelia Stockton (1895–1972) was an American artist born in El Dorado Springs, Missouri and raised in Colorado where her parents ran a resort hotel"
en,Park McArthur,Q23664327,Q6581072,female,,,"Park McArthur (born 1984, North Carolina, USA) is an artist living in New York City who works in sculpture, installation, text, and sound"
en,Pat Maginnis,Q23683393,Q6581072,female,,,"Patricia Theresa ""Pat"" Maginnis is considered the first abortion rights activist in American history"
en,Patricia E. Ryan,Q23016280,Q6581072,female,,,Patricia E
en,Patricia Underwood,Q23023681,Q6581072,female,,,"Patrica Underwood (born 11 October 1947 in Maidenhead, England) makes hats"
en,Paula Santiago,Q7154763,Q6581072,female,,,Paula Santiago (born 1969 in Guadalajara) is a Mexican mixed media artist whose works have been displayed at the Monterrey Museum of Modern Art and several galleries in Europe and North America
en,Paula Zima,Q23013970,Q6581072,female,,,"Paula Zima, American artist known for her sculptures, paintings and etchings"
en,Peggy Gale,Q23770281,Q6581072,female,,,"Peggy Gale is an independent Canadian curator, writer, and editor"
en,Perla Krauze,Q28933239,Q6581072,female,,,"Perla Krauze Kleinbort (born 1953, Mexico City) is a Mexican sculptor, paintor and plastic artist"
en,Petrona Morrison,Q23136641,Q6581072,female,,,Petrona Morrison (born 1954) is a Jamaican sculptor
en,Pip Day,Q23418887,Q6581072,female,,,"Pip Day (born 1969 in the United Kingdom) is a curator and writer, she currently holds the position as the Director/Curator of the SBC Gallery of Contemporary Art in Montreal"
en,Pola Stout,Q23092103,Q6581072,female,,,"Pola Stout (born Josefine Pola Weinbach, January 8, 1902 – October 12, 1984) was an American designer best known for creating fine woolen fabrics"
en,Rachael Rakena,Q19668013,Q6581072,female,,,"Rachael Rakena, born 1969 in Wellington, is a New Zealand artist of Māori (Ngāpuhi and Ngāi Tahu) descent"
en,Rajeswari Sunder Rajan,Q23304248,Q6581072,female,,,"Rajeswari Sunder Rajan is a literary theorist and feminist critic with expertise in postcolonial studies, feminist theory, gender and culture in South Asia, Indian writing in English, and British Victorian literature"
en,Ramona Sakiestewa,Q23682454,Q6581072,female,,,"Ramona Sakiestewa (born 1948) is a contemporary Native American artist who lives and works in Santa Fe, New Mexico"
en,Randy Lee Cutler,Q21062655,Q6581072,female,,,"Randy Lee Cutler is a writer, academic, educator and artist working in Vancouver, British Columbia"
en,Rashi Anand,Q23542615,Q6581072,female,,,Rashi Anand is an Indian women social activist who is engaged in taking measures to uplift the underprivileged people
en,Ravyn Lenae,Q28962463,Q6581072,female,,,Ravyn Lenae Washington (better known simply as Ravyn Lenae) is an R&B singer and songwriter from Chicago who is currently signed to Atlantic Records and the Three Twenty Three Music Group
en,Rebecca Naylor Hazard,Q28945719,Q6581072,female,,,"Rebecca Ann Naylor Hazard (née Rebecca Ann Naylor; November 10, 1826 - March 1, 1912) was a 19th-century American philanthropist, suffragette, reformer, and writer from the U"
en,Rebecca Salsbury James,Q23614342,Q6581072,female,,,"Rebecca Salsbury James (1891–1968) self-taught American painter, born in London, England of American parents who were traveling with the Buffalo Bill Wild West Show"
en,Rebecca Zorach,Q28921842,Q6581072,female,,,Rebecca Zorach (born 1969) is an art historian and Mary Jane Crowe Professor in Art and Art History at Northwestern University
en,Risa Horowitz,Q23045895,Q6581072,female,,,Risa Horowitz (born 1970) is a Canadian visual and media artist
en,Rosetta Ernestine Carr,Q29000295,Q6581072,female,,,"Rosetta Ernestine Carr (1845 – July 6, 1907) was a Canadian photographer and businessperson"
en,Ruth Ansel,Q16158260,Q6581072,female,,,Ruth Ansel is an American graphic designer
en,Ruth Chambers,Q7382916,Q6581072,female,,,"Ruth Chambers (born 1960 in Toronto, Ontario) is an installation artist based in Regina, Saskatchewan"
en,Ruth Cravath,Q23302882,Q6581072,female,,,"Ruth Wakefield Cravath (1902–1986) was an American stonework artist and arts educator, specifically known for her public sculptures, busts and bas-reliefs in the San Francisco Bay Area"
en,Ruth Cuthand,Q22958124,Q6581072,female,,,Ruth Cuthand (born 1954) is a Canadian artist of Plains Cree and Scottish ancestry
en,Ruth G. Shaw,Q29054747,Q6581072,female,,,Ruth G
en,Ruth Lingford,Q23301480,Q6581072,female,,,Ruth Lingford is an Independent animator
en,S. Hollis Clayson,Q28921845,Q6581072,female,,,S
en,Sadie Lee,Q23418595,Q6581072,female,,,"Sadie Lee is a painter, best known for her feminist pieces"
en,Sally Walsh,Q23620967,Q6581072,female,,,"Sally Walsh (April 1, 1926 – January 12, 1992) was an American interior designer best known for her work in the Houston area in the ""contemporary"" style of the period"
en,Samara Golden,Q23415354,Q6581072,female,,,Samara Golden (born 1973) is an American artist based in Los Angeles
en,Sara Greenberger Rafferty,Q23415351,Q6581072,female,,,"Sara Greenberger Rafferty (born 1978 in Evanston, Illinois), is a multimedia artist working in painting, sculpture, photography, installation and performance"
en,Sara Kathryn Arledge,Q19522380,Q6581072,female,,,"Sara Kathryn Arledge (September 28, 1911 – 1998) was an American artist first acknowledged for her contributions to experimental film in the 1940s"
en,Sara Mameni,Q28968152,Q6581072,female,,,"Sara Mameni (born March 29, 1977) is a Canadian visual artist, curator, and scholar"
en,Sara Mathilde Øster,Q18552255,Q6581072,female,,,Sara Mathilde Øster (born 21 September 1973 in Copenhagen) is a Danish artist
en,Sarah Michelson,Q23013744,Q6581072,female,,,"Sarah Michelson (born 1964) is a British choreographer and dancer who lives and works in New York City, New York"
en,Sarah Platt-Decker,Q23010240,Q6581072,female,,,"Sarah Sophia Chase Platt-Decker (1856 – July 7, 1912) was an American suffragist"
en,Sarah Prideaux,Q23035678,Q6581072,female,,,"Sarah Prideaux (1853 – 1933) was a bookbinder, teacher, historian and author of books on binding and illustration"
en,Sarah Zucker,Q23770314,Q6581072,female,,,Sarah Zucker is an American artist who specializes in visual art
en,Shamsi Hekmat,Q23414790,Q6581072,female,,,"Shamsi Hekmat or Šamsi Morādpur Hekmat (1917 – July 2, 1997) was an Iranian woman who pioneered reforms in women's status in Iran"
en,Shanthamani Muddaiah,Q23409770,Q6581072,female,,,"Shanthamani Muddaiah is a sculptural artist who uses ephemeral natural materials in her visual art work such as paper and charcoal to create, install and display exhibits"
en,Shen Shou,Q11138048,Q6581072,female,,,Shen Shou (Chinese: 沈壽; 1874–1921) was a Chinese embroiderer during the late Qing and early Republican period
en,Sheree Rose,Q23020151,Q6581072,female,,,"Sheree Rose (born 1941), is an American photographer and performance artist"
en,Sherrie Rabinowitz,Q19519376,Q6581072,female,,,"Sherrie Rabinowitz (1950–2013) co-founded the Electronic Café International (ECI), a performance space and real café housed in the 18th Street Arts Center in Santa Monica, California, with Kit Galloway"
en,Sherry Grauer,Q28976384,Q6581072,female,,,"Sherry (Sherrard) Grauer (born February 20, 1939) is a mixed-media painter, sculptor, and relief artist"
en,Sherry Millner,Q23771907,Q6581072,female,,,"Sherry Millner (born 1950 in Brooklyn, New York) is an American artist working primarily in video"
en,Signe Pierce,Q23664376,Q6581072,female,,,Signe Pierce is an American multimedia artist and performer
en,Simone Dénéchaud,Q29033174,Q6581072,female,,,Simone Dénéchaud (1905 – 1974) was a Canadian painter and educator living in Quebec
en,Skawennati,Q23770305,Q6581072,female,,,"Skawennati (Skawennati Tricia Fragnito) is a Mohawk multimedia artist, best known for her online works exploring contemporary indigenous culture"
en,Sonia Romero (artist),Q23304252,Q6581072,female,,,From a page move: This is a redirect from a page that has been moved (renamed)
en,Sophia Bartholomew,Q29029086,Q6581072,female,,,"Sophia Bartholomew (born 1987) is a Canadian interdisciplinary artist who frequently works in performance, language, and other time-based media"
en,Sorcha MacMahon,Q23638603,Q6581072,female,,,Sorcha MacMahon (20 July 1888 – 13 December 1970) was an Irish nationalist who was active during the Easter Rising of 1916 and both the War of Independence and the Irish Civil War
en,Srilatha Batliwala,Q23770424,Q6581072,female,,,"Srilatha Batliwala, a social activist, advocate of women's rights, scholar, and author of many books on empowerment of women is from Bengaluru (earlier known as Bangalore), Karnataka, India"
en,Stansmore Dean Stevenson,Q23023522,Q6581072,female,,,Stansmore Richmond Leslie Dean Stevenson (3 June 1866 – 15 December 1944) was a Scottish artist known for her oil paintings
en,Stefanie Jackson,Q28967902,Q6581072,female,,,Stefanie Jackson is an American painter whose art deals with themes of African American history and contemporary U
en,Steffani Jemison,Q23770300,Q6581072,female,,,"Steffani Jemison is an American artist based in Brooklyn, New York"
en,Stella Jean,Q23770435,Q6581072,female,,,"Stella Jean (; born 1979) is an Italian fashion designer who lives and works in Rome, and who is considered to be Giorgio Armani's protégé"
en,Stephanie Rothenberg,Q23092045,Q6581072,female,,,"Stephanie Rothenberg is an American artist who lives and works in Buffalo, NY"
en,Subhashni Raj,Q23582740,Q6581072,female,,,"Subhashni Raj (born 1986) is a Fijian activist on environmental issues such as climate change, and also related food systems"
en,Suor Prudenza Cambi,Q23583417,Q6581072,female,,,"Suor Prudenza Fiammetta Cambi (died 1601) was a Florentine nun and artist during the sixteenth century at Santa Caterina da Siena in Florence, Italy"
en,Susan Grabel,Q23770320,Q6581072,female,,,Susan Grabel is an American feminist artist
en,Susan Hill (activist),Q23682378,Q6581072,female,,,"Susan Hill (August 7, 1948 – January 30, 2010) was an abortion rights activist from Durham, North Carolina"
en,Susan Robb,Q23770362,Q6581072,female,,,"Susan Robb is an American visual artist based in Seattle, Washington, United States"
en,Susan Shantz,Q23770211,Q6581072,female,,,"Susan Shantz, (born in Ontario in 1957) is a Canadian sculptor"
en,Susan Smith-Pinelo,Q23092082,Q6581072,female,,,Susan Smith-Pinelo is an African-American artist noted for her work in video and performance
en,Sushma Shakya,Q23663982,Q6581072,female,,,"Sushma Shakya (born 1975) is a Nepalese women visual artist who works on printmaking, painting, illustrations for books, video art and installations"
en,Susie Silook,Q19662921,Q6581072,female,,,Susie Paallengetaq Silook (born ca
en,Suzanna van Baerle,Q17276483,Q6581072,female,,,"Suzanna van Baerle or Susanna Huygens (8 March 1599 – 10 May 1637) was a Dutch woman known for the book-long poem Dagh-werck that was written about her by her husband, Constantijn Huygens"
en,Suzanne Jackson,Q23770366,Q6581072,female,,,Suzanne Jackson is a blogger and writer from Ireland who writes on fashion and trends
en,Suzanne Paul,Q7650934,Q6581072,female,,,"Suzanne Paul (born Susan Barnes) is an English-born television personality and celebrity in New Zealand, who became famous for her natural glow and roles as an infomercial hostess and television presenter"
en,Suzanne Wright,Q24005293,Q6581072,female,,,Suzanne Wright (born 1968) is an American artist and founding member of the art collective Fierce Pussy
en,Sybil Henley Jacobson,Q23074087,Q6581072,female,,,"Sybil Henley Jacobson, (b"
en,Syeda Razia Faiz,Q23682762,Q6581072,female,,,Syeda Razia Faiz (18 April 1936 – 15 November 2013) was a Bangladeshi politician
en,Sylvia Wald,Q23678496,Q6581072,female,,,"Sylvia Wald (October 30, 1915-2011) was an American visual artist"
en,Tal Shochat,Q23091897,Q6581072,female,,,Tal Shochat (born 1974) is an Israeli photographer
en,Talitha Gerlach,Q23071340,Q6581072,female,,,Talitha A
en,Tamar Hirschl,Q23771628,Q6581072,female,,,"Tamar Hirschl is an American Croatian artist on themes related to disturbances caused by political conflicts, man made problems and urbanization affecting the environment"
en,Tanya Melich,Q24204435,Q6581072,female,,,"Tanya Melich co-founded the National Women's Political Caucus and was an early leader of the National Women's Education Fund, which focused on educating women in gaining political power"
en,Tanya Ragir,Q23304422,Q6581072,female,,,"Tanya Ragir is an American contemporary sculptor, born in Los Angeles in 1955"
en,Taslim_Samji|Taslim Samji,Q22280263,Q6581072,female,,,"Taslim Samji is a Canadian interdisciplinary artist, writer and curator based in Burnaby, British Columbia"
en,Tereneh Mosley,Q23770267,Q6581072,female,,,"Tereneh Mosley is a Pittsburgh-raised and internationally based fashion designer whose work has been featured in Martha Stewart Weddings, Afropunk, Super"
en,Terry Berlier,Q23009903,Q6581072,female,,,"Terry Berlier (born 1972, in Cincinnati, Ohio) is an artist and sculptor whose work addresses themes of the environment and queer practice"
en,Theodosia Bond,Q28935122,Q6581072,female,,,"Theodosia Mary Dawes Bond (1915 – October 27, 2009) was a Canadian photographer living in Quebec"
en,Theresa Malkiel,Q28950417,Q6581072,female,,,"Theresa Serber Malkiel (1874-1949) was an American labor activist, suffragist, and educator"
en,Tina Charlie,Q23016706,Q6581072,female,,,"Tina Charlie (born Tina Jim in Mono Lake, California; 1869–1962) was a Native North American basketweaver"
en,Tina La Porta,Q19662732,Q6581072,female,,,"Tina La Porta is a Miami-based digital artist who ""focuses on issues surrounding identity in the virtual space"""
en,Tracey Snelling,Q22097059,Q6581072,female,,,Tracey Snelling is an American contemporary artist
en,Tracy Miller,Q23664277,Q6581072,female,,,Tracy Miller (born 1966) is an American painter
en,Trisha Baga,Q23542686,Q6581072,female,,,"Trisha Baga (born 1985 Venice, Florida) is an American artist living and working in New York City"
en,Tula Lotay,Q29042770,Q6581072,female,,,"Lisa Wood, known by her pen name Tula Lotay, is an English comic book artist"
en,Ulrica Eleonora Rålamb,Q16596239,Q6581072,female,,,"Ulrica Eleonora Rålamb, née von Düben (19 August 1769-Strängnäs, 9 February 1847), was a politically active Swedish countess and socialite"
en,Una Stella Abrahamson,Q28918733,Q6581072,female,,,"Una Stella Abrahamson (August 6, 1922 – February 28, 1999) was an English-born Canadian artist and writer"
en,V. Geetha,Q23771534,Q6581072,female,,,V
en,W. Meredith Bacon,Q19865295,Q6581072,female,,,W
en,Walburgis van Nieuwenaer,Q563546,Q6581072,female,,,Anna Walburgis van Nieuwenaer (1522-1600) was a politically active Dutch countess
en,Wan Shaofen,Q7212270,Q6581072,female,,,Wan Shaofen (Chinese: 万绍芬; born August 1930) is a retired Chinese politician who served as Communist Party Secretary of Jiangxi Province from 1985 to 1988
en,Wendy Nanan,Q23304414,Q6581072,female,,,Wendy Nanan (born 1955) is an artist from Trinidad and Tobago
en,Wendy Red Star,Q23416926,Q6581072,female,,,"Wendy Red Star (born 1981) is a Native American contemporary multimedia artist born in Billings, Montana, in the United States"
en,Wini McQueen,Q23020850,Q6581072,female,,,"Wini ""Akissi"" McQueen (born 1943) is an American quilter based in Macon, Georgia"
en,Winnifred Kingsford,Q23023639,Q6581072,female,,,"Winnifred Kingsford (1880–1947) was a Toronto-born Canadian sculptor and teacher, considered one of Toronto's first female sculptors"
en,Wu Qing (politician),Q11416818,Q6581072,female,,,"Wu Qing (Chinese: 吴青; born 9 November 1937) is a Chinese feminist activist, English language professor, and a seven-term district-level congress member"
en,Xiao Meili,Q23664330,Q6581072,female,,,Xiao Meili (born 1989) is a Chinese women's rights activist
en,Yohl Ik'nal,Q1151465,Q6581072,female,,,"Yohl Ikʻnal (Mayan pronunciation: [johl ikʼnal]), also known as Lady Kan Ik and Lady K'anal Ik'nal, (died November 4, 604) was queen of the Maya city-state of Palenque"
en,Yolanda Sanchez,Q29452274,Q6581072,female,,,"Yolanda Sanchez (born 1953) is a Cuban-American artist, professor, and fine arts director for the art program at Miami International Airport "
en,Zelda D'Aprano,Q23770523,Q6581072,female,,,"Zelda Fay D'Aprano (1928–present) is a feminist activist living in Melbourne, Victoria"
en,Zhang Lina,Q9085742,Q6581072,female,,,"Zhang Li'na (Chinese: 张俐娜; pinyin: Zhāng Lì Nà), born August, 1940 in Guangze, Fujian, is a polymer physical chemist and professor at College of Chemistry and Molecular Sciences of Wuhan University, she is also an Academician of Chinese Academy of Sciences since 2011, and the first female CAS Academician from Wuhan University"
fr,Suzanne Comhaire-Sylvain,Q12897540,Q6581072,female,,,Suzanne Comhaire-Sylvain (1898-1975) est la première femme anthropologue haïtienne
pl,Anna Memorata,Q29246184,Q6581072,female,,,Anna Memorata (ur
pl,Wanda Szczepanowska,Q29016546,Q6581072,female,,,Wanda Szczepanowska (ur
